2026-04-30T16:03:03.279465168Z [inf]  Progress: resolved 2586, reused 0, downloaded 1612, added 1629

2026-04-30T16:03:04.279044148Z [inf]  Progress: resolved 2586, reused 0, downloaded 1703, added 1717

2026-04-30T16:03:05.279860273Z [inf]  Progress: resolved 2586, reused 0, downloaded 1807, added 1823

2026-04-30T16:03:06.280668827Z [inf]  Progress: resolved 2586, reused 0, downloaded 1908, added 1920

2026-04-30T16:03:07.019560442Z [inf]  Packages are hard linked from the content-addressable store to the virtual store.
  Content-addressable store is at: /root/.local/share/pnpm/store/v3
  Virtual store is at:             node_modules/.pnpm

2026-04-30T16:03:07.284139493Z [inf]  Progress: resolved 2586, reused 0, downloaded 2033, added 2056

2026-04-30T16:03:08.284047165Z [inf]  Progress: resolved 2586, reused 0, downloaded 2203, added 2223

2026-04-30T16:03:09.28484332Z [inf]  Progress: resolved 2586, reused 0, downloaded 2344, added 2361

2026-04-30T16:03:10.285740848Z [inf]  Progress: resolved 2586, reused 0, downloaded 2384, added 2396

2026-04-30T16:03:11.286878044Z [inf]  Progress: resolved 2586, reused 0, downloaded 2500, added 2524

2026-04-30T16:03:12.287536002Z [inf]  Progress: resolved 2586, reused 0, downloaded 2512, added 2574

2026-04-30T16:03:13.287884706Z [inf]  Progress: resolved 2586, reused 0, downloaded 2512, added 2577

2026-04-30T16:03:14.288361913Z [inf]  Progress: resolved 2586, reused 0, downloaded 2512, added 2579

2026-04-30T16:03:15.289018609Z [inf]  Progress: resolved 2586, reused 0, downloaded 2512, added 2582

2026-04-30T16:03:20.429731316Z [inf]  Progress: resolved 2586, reused 0, downloaded 2512, added 2583

2026-04-30T16:03:20.62990163Z [inf]  Progress: resolved 2586, reused 0, downloaded 2512, added 2586, done

2026-04-30T16:03:21.658097703Z [inf]  .../node_modules/protobufjs postinstall$ node scripts/postinstall

2026-04-30T16:03:21.795189555Z [inf]  .../node_modules/unrs-resolver postinstall$ napi-postinstall unrs-resolver 1.11.1 check

2026-04-30T16:03:21.795598458Z [inf]  .../node_modules/bufferutil install$ node-gyp-build

2026-04-30T16:03:21.795848744Z [inf]  .../node_modules/utf-8-validate install$ node-gyp-build

2026-04-30T16:03:21.92148018Z [inf]  .../node_modules/utf-8-validate install$ node-gyp-build

2026-04-30T16:03:22.080524992Z [inf]  .../node_modules/protobufjs postinstall: Done

2026-04-30T16:03:22.347860736Z [inf]  .../node_modules/unrs-resolver postinstall: Done

2026-04-30T16:03:22.348458573Z [inf]  .../node_modules/utf-8-validate install: Done

2026-04-30T16:03:22.348701016Z [inf]  .../node_modules/bufferutil install: Done

2026-04-30T16:03:22.357320282Z [inf]  .../node_modules/secp256k1 install$ node-gyp-build || exit 0

2026-04-30T16:03:22.513787368Z [inf]  .../node_modules/utf-8-validate install: Done

2026-04-30T16:03:22.517780607Z [inf]  .../node_modules/ccxt postinstall$ node postinstall.js

2026-04-30T16:03:22.693271872Z [inf]  .../node_modules/secp256k1 install: Done

2026-04-30T16:03:22.707388491Z [inf]  .../keccak@3.0.4/node_modules/keccak install$ node-gyp-build || exit 0

2026-04-30T16:03:22.861978703Z [inf]  .../node_modules/@firebase/util postinstall$ node ./postinstall.js

2026-04-30T16:03:22.998302533Z [inf]  .../keccak@3.0.4/node_modules/keccak install: Done

2026-04-30T16:03:23.005171113Z [inf]  .../sharp@0.34.5/node_modules/sharp install$ node install/check.js || npm run build

2026-04-30T16:03:23.123367419Z [inf]  .../node_modules/@firebase/util postinstall: Done

2026-04-30T16:03:23.125882491Z [inf]  .../node_modules/@parcel/watcher install$ node scripts/build-from-source.js

2026-04-30T16:03:23.252218493Z [inf]  .../node_modules/ccxt postinstall: [34m                                                              

2026-04-30T16:03:23.252578603Z [inf]  .../node_modules/ccxt postinstall:                                                               

2026-04-30T16:03:23.253376069Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:23.253584021Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:23.25377013Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:23.25407043Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:23.254305723Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████████████    ████████████     

2026-04-30T16:03:23.25455058Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████████████    ████████████     

2026-04-30T16:03:23.254885923Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:23.255126914Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:23.255233605Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:23.255354726Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:23.255422728Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████    ████            ████     

2026-04-30T16:03:23.255522197Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████    ████            ████     

2026-04-30T16:03:23.255633514Z [inf]  .../node_modules/ccxt postinstall:                      ████████    ████████████    ████████     

2026-04-30T16:03:23.255718872Z [inf]  .../node_modules/ccxt postinstall:                      ████████    ████████████    ████████     

2026-04-30T16:03:23.255782808Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████    ████████    ████████     

2026-04-30T16:03:23.255885772Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████    ████████    ████████     

2026-04-30T16:03:23.255981386Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:23.256101686Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:23.256262387Z [inf]  .../node_modules/ccxt postinstall:                                                               

2026-04-30T16:03:23.256337269Z [inf]  .../node_modules/ccxt postinstall:                                                               [0m

2026-04-30T16:03:23.256429948Z [inf]  .../node_modules/ccxt postinstall: [31m                                  Stars: 42,137                                 [0m

2026-04-30T16:03:23.256518972Z [inf]  .../node_modules/ccxt postinstall: [31m                                  Forks: 8,633                                  [0m

2026-04-30T16:03:23.256609738Z [inf]  .../node_modules/ccxt postinstall: [31m                                  Size: 6.63MB                                  [0m

2026-04-30T16:03:23.256725331Z [inf]  .../node_modules/ccxt postinstall: [33m

